X1900009;2;;PM20199;F4E93A0;24212613;2019-01-04T10:30:49;1
X1900209;3;;X990327;F4E93A0;1500671;2019-03-04T14:32:17;1
X1900297;2;;X990327;F4E93A0;1500671;2019-03-26T16:05:54;1
X1900343;2;;X990327;F4E93A0;1500671;2019-04-09T16:40:39;1
X1900341;2;;X990327;F4E93A0;1500671;2019-04-09T16:40:17;1
X1900350;2;;X990327;F4E93A0;1500671;2019-04-09T17:00:31;1
X1900348;2;;X990327;F4E93A0;1500671;2019-04-09T17:00:21;1
X1900349;2;;X990327;F4E93A0;1500671;2019-04-09T17:00:26;1
X1900347;2;;X990327;F4E93A0;1500671;2019-04-09T17:00:16;1
X1900370;2;;X990327;F4E93A0;1500671;2019-04-10T08:02:14;1
X1900351;2;;X990327;F4E93A0;1500671;2019-04-10T08:00:20;1
X1900377;3;;X990327;F4E93A0;1500671;2019-04-10T08:02:56;1
X1900376;2;;X990327;F4E93A0;1500671;2019-04-10T08:02:44;1
X1900353;2;;X990327;F4E93A0;1500671;2019-04-10T08:00:31;1
X1900361;2;;X990327;F4E93A0;1500671;2019-04-10T08:01:15;1
X1900375;2;;X990327;F4E93A0;1500671;2019-04-10T08:02:39;1
X1900378;2;;X990327;F4E93A0;1500671;2019-04-10T08:03:04;1
X1900352;2;;X990327;F4E93A0;1500671;2019-04-10T08:00:26;1
X1900362;2;;X990327;F4E93A0;1500671;2019-04-10T08:01:24;1
X1900374;2;;X990327;F4E93A0;1500671;2019-04-10T08:02:34;1
X1900355;2;;X990327;F4E93A0;1500671;2019-04-10T08:00:41;1
X1900363;2;;X990327;F4E93A0;1500671;2019-04-10T08:01:30;1
X1900368;2;;X990327;F4E93A0;1500671;2019-04-10T08:01:57;1
X1900354;2;;X990327;F4E93A0;1500671;2019-04-10T08:00:36;1
X1900369;2;;X990327;F4E93A0;1500671;2019-04-10T08:02:04;1
X1900365;2;;X990327;F4E93A0;1500671;2019-04-10T08:01:41;1
X1900356;2;;X990327;F4E93A0;1500671;2019-04-10T08:00:47;1
X1900366;2;;X990327;F4E93A0;1500671;2019-04-10T08:01:46;1
X1900373;2;;X990327;F4E93A0;1500671;2019-04-10T08:02:28;1
X1900359;2;;X990327;F4E93A0;1500671;2019-04-10T08:01:04;1
X1900358;2;;X990327;F4E93A0;1500671;2019-04-10T08:00:58;1
X1900371;2;;X990327;F4E93A0;1500671;2019-04-10T08:02:19;1
X1900381;3;;X990327;F4E93A0;1500671;2019-04-10T09:39:55;1
X1900388;2;;X990327;F4E93A0;1500671;2019-04-11T10:04:47;1
X1900391;2;;X990327;F4E93A0;1500671;2019-04-11T14:40:22;1
X1900392;2;;X990327;F4E93A0;1500671;2019-04-11T14:40:27;1
X1900458;2;;X990327;F4E93A0;1500671;2019-04-25T12:00:14;1
X1900599;2;;X990327;F4E93A0;1500671;2019-06-04T14:21:19;1
X1900598;2;;X990327;F4E93A0;1500671;2019-06-04T14:21:14;1
X1900592;2;;X990327;F4E93A0;1500671;2019-06-04T14:20:44;1
X1900591;2;;X990327;F4E93A0;1500671;2019-06-04T14:20:39;1
X1900601;2;;X990327;F4E93A0;1500671;2019-06-04T14:21:28;1
X1900597;2;;X990327;F4E93A0;1500671;2019-06-04T14:21:09;1
X1900611;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:04;1
X1900622;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:57;1
X1900607;2;;X990327;F4E93A0;1500671;2019-06-04T14:40:44;1
X1900606;2;;X990327;F4E93A0;1500671;2019-06-04T14:40:39;1
X1900613;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:14;1
X1900604;2;;X990327;F4E93A0;1500671;2019-06-04T14:40:30;1
X1900609;2;;X990327;F4E93A0;1500671;2019-06-04T14:40:53;1
X1900603;2;;X990327;F4E93A0;1500671;2019-06-04T14:40:25;1
X1900608;2;;X990327;F4E93A0;1500671;2019-06-04T14:40:49;1
X1900614;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:19;1
X1900618;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:38;1
X1900616;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:28;1
X1900619;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:43;1
X1900621;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:52;1
X1900617;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:33;1
X1900620;2;;X990327;F4E93A0;1500671;2019-06-04T14:41:47;1
X1900623;2;;X990327;F4E93A0;1500671;2019-06-04T14:42:04;1
X1900669;2;;X990327;F4E93A0;1500671;2019-06-12T15:00:11;1
X1900758;2;;X990327;F4E93A0;1500671;2019-07-02T14:55:15;1
X1900765;2;;X990327;F4E93A0;1500671;2019-07-03T12:00:23;1
X1900775;2;;X990327;F4E93A0;1500671;2019-07-04T15:01:03;1
X1900774;2;;X990327;F4E93A0;1500671;2019-07-04T15:00:56;1
X1900782;2;;X990327;F4E93A0;1500671;2019-07-08T11:00:23;1
X1900784;2;;X990327;F4E93A0;1500671;2019-07-08T12:40:35;1
X1900785;2;;X990327;F4E93A0;1500671;2019-07-08T12:40:39;1
X1900783;2;;X990327;F4E93A0;1500671;2019-07-08T12:40:29;1
X1900788;2;;X990327;F4E93A0;1500671;2019-07-08T15:13:39;1
X1900834;2;;X990327;F4E93A0;1500671;2019-07-19T13:45:20;1
X1900835;2;;X990327;F4E93A0;1500671;2019-07-19T13:56:43;1
X1900843;2;;X990327;F4E93A0;1500671;2019-07-22T13:20:34;1
X1900844;2;;X990327;F4E93A0;1500671;2019-07-22T14:24:10;1
X1900889;2;;X990327;F4E93A0;1500671;2019-07-31T11:20:29;1
X1900907;2;;X990327;F4E93A0;1500671;2019-08-07T12:00:29;1
X1900911;2;;X990327;F4E93A0;1500671;2019-08-07T14:00:20;1
X1900946;2;;X990327;F4E93A0;1500671;2019-08-22T09:33:22;1
X1901007;2;;X990327;F4E93A0;1500671;2019-09-04T13:20:40;1
X1901017;2;;X990327;F4E93A0;1500671;2019-09-06T11:20:25;1
X1901016;2;;X990327;F4E93A0;1500671;2019-09-06T11:20:19;1
X1901032;2;;PM20199;F4E93A0;24212613;2019-09-10T14:02:55;1
X1901079;2;;X990327;F4E93A0;1500671;2019-09-17T17:42:27;1
X1900596;2;;X990327;F4E93A0;1500671;2019-06-04T14:21:04;1
X1900379;2;;X990327;F4E93A0;1500671;2019-04-10T08:03:09;1
X1900594;2;;X990327;F4E93A0;1500671;2019-06-04T14:20:53;1
X1901131;2;;X990327;F4E93A0;1500671;2019-10-01T11:16:22;1
X1901137;3;;X990327;F4E93A0;1500671;2019-10-01T17:39:10;1
X1901196;2;;X990327;F4E93A0;1500671;2019-10-11T12:00:33;1
X1901221;2;;X990327;F4E93A0;1500671;2019-10-15T12:21:04;1
X1901252;2;;X990327;F4E93A0;1500671;2019-10-18T12:05:49;1
X1901283;2;;X990327;F4E93A0;1500671;2019-10-24T10:56:56;1
X1901288;2;;X990327;F4E93A0;1500671;2019-10-24T15:21:25;1
X1901289;2;;X990327;F4E93A0;1500671;2019-10-24T15:40:46;1
X1901293;2;;X990327;F4E93A0;1500671;2019-10-24T15:41:09;1
X1901292;2;;X990327;F4E93A0;1500671;2019-10-24T15:41:04;1
X1901291;2;;X990327;F4E93A0;1500671;2019-10-24T15:40:56;1
X1901290;2;;X990327;F4E93A0;1500671;2019-10-24T15:40:51;1
X1901302;2;;X990327;F4E93A0;1500671;2019-10-25T15:00:39;1
X1901305;2;;X990327;F4E93A0;1500671;2019-10-28T11:40:29;1
X1901306;2;;X990327;F4E93A0;1500671;2019-10-28T11:40:47;1
X1901309;2;;X990327;F4E93A0;1500671;2019-10-28T14:14:26;1
X1901312;2;;PT20055;F4E93A0;24212613;2019-10-29T10:33:07;1
X1901321;2;;PT20055;F4E93A0;24212613;2019-10-30T14:54:29;1
X1901364;2;;X990327;F4E93A0;1500671;2019-11-08T15:02:25;1
X1901371;2;;X990327;F4E93A0;1500671;2019-11-12T12:00:44;1
